Name,Image URL,Price,Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading
Intel Core i3-10100T,/static/forever/img/no-image.png,,Intel,CM8070104291412,Intel Core i3,Comet Lake,Comet Lake,LGA1200,4,3 GHz,3.8 GHz,,,1 MB,6 MB,35 W,Intel UHD Graphics 630,128 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Celeron G3930T,//cdna.pcpartpicker.com/static/forever/images/product/ad787aceaab3adb2ec81d6af338de9ae.256p.jpg,$46.07 ,Intel,CM8067703016211,Intel Celeron,Kaby Lake,Kaby Lake-S,LGA1151,2,2.7 GHz,,,,0.5 MB,2 MB,35 W,Intel HD Graphics 610,64 GB,Yes,No,OEM/Tray,14 nm,No,No
Intel Core i7-7820X,//cdna.pcpartpicker.com/static/forever/images/product/691467fd1a461dd708186f4dc35d71c5.256p.jpg,$489.05 ,Intel,CD8067303611000,Intel Core i7,Skylake,Skylake-X,LGA2066,8,3.6 GHz,4.5 GHz,,,8 MB,11 MB,140 W,None,128 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Core i7-2600S,https://m.media-amazon.com/images/I/51L+TDXd+uL.jpg,$235.00 ,Intel,BX80623I72600S,Intel Core i7,Sandy Bridge,Sandy Bridge,LGA1155,4,2.8 GHz,,,,1 MB,8 MB,65 W,Intel HD Graphics 2000,,No,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Core i5-2310,https://images-na.ssl-images-amazon.com/images/I/51iunH%2BDgEL.jpg,,Intel,BX80623I52310,Intel Core i5,Sandy Bridge,Sandy Bridge,LGA1155,4,2.9 GHz,,,,1 MB,6 MB,95 W,Intel HD Graphics 2000,,No,Yes,Boxed,32 nm,Yes,No
AMD FX-9590,https://images-na.ssl-images-amazon.com/images/I/41brdTu%2BrSL.jpg,,AMD,FD9590FHHKWOX,AMD FX,Piledriver,Vishera,AM3+,8,4.7 GHz,5 GHz,,,8 MB,8 MB,220 W,None,,No,Yes,Boxed,32 nm,Yes,No
Intel Xeon E5-2690 V3,https://m.media-amazon.com/images/I/51rLr1NagHL.jpg,,Intel,BX80644E52690V3,Intel Xeon E5,Haswell,Haswell-EP,LGA2011-3,12,2.6 GHz,3.5 GHz,,,3 MB,30 MB,135 W,None,,Yes,No,Boxed,22 nm,No,Yes: Hyper-Threading
Intel Core i9-9820X,//cdna.pcpartpicker.com/static/forever/images/product/9f4bab6ab3d6eac89876013f43df820e.256p.jpg,,Intel,BX80673I99820X,Intel Core i9,Skylake,Skylake-X,LGA2066,10,3.3 GHz,4.1 GHz,,,10 MB,16.5 MB,165 W,None,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core i3-10320,https://m.media-amazon.com/images/I/419h1NMeqvL.jpg,$120.00 ,Intel,BX8070110320,Intel Core i3,Comet Lake,Comet Lake,LGA1200,4,3.8 GHz,4.6 GHz,,,1 MB,8 MB,65 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i3-6100T,//cdna.pcpartpicker.com/static/forever/images/product/21c42783caec96041a16f90517a85bca.256p.jpg,,Intel,BX80662I36100T,Intel Core i3,Skylake,Skylake-S,LGA1151,2,3.2 GHz,,,,0.5 MB,3 MB,35 W,Intel HD Graphics 530,64 GB,Yes,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Celeron G3930,//cdna.pcpartpicker.com/static/forever/images/product/31b2666d1760c0e3ab072c0931f76f83.256p.jpg,$56.99 ,Intel,BX80677G3930,Intel Celeron,Kaby Lake,Kaby Lake-S,LGA1151,2,2.9 GHz,,,,0.5 MB,2 MB,51 W,Intel HD Graphics 610,64 GB,Yes,Yes,Boxed,14 nm,Yes,No
Intel Pentium Gold G5420,//cdna.pcpartpicker.com/static/forever/images/product/680eb809ab070a6d9d121a37ffac13bb.256p.jpg,,Intel,BX80684G5420,Intel Pentium Gold,Coffee Lake,Coffee Lake,LGA1151,2,3.8 GHz,,,,0.5 MB,4 MB,54 W,Intel UHD Graphics 610,64 GB,Yes,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
Intel Core i7-990X Extreme Edition,https://images-na.ssl-images-amazon.com/images/I/51sVTOAhw6L.jpg,,Intel,BX80613I7990X,Intel Core i7 Extreme,Westmere,Gulftown,LGA1366,6,3.467 GHz,,,,1.5 MB,12 MB,130 W,None,,No,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
AMD A4-5300,/static/forever/img/no-image.png,,AMD,AD5300OKHJBOX,AMD A4,Piledriver,Trinity,FM2,2,3.4 GHz,,,,1 MB,0 MB,65 W,Radeon HD 7480D,,No,Yes,Boxed,32 nm,Yes,No
Intel Core i5-7600T,//cdna.pcpartpicker.com/static/forever/images/product/af30c4076a25b69d6f721172010cc0ec.256p.jpg,,Intel,BX80677I57600T,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,2.8 GHz,3.7 GHz,,,1 MB,6 MB,35 W,Intel HD Graphics 630,64 GB,No,Yes,Boxed,14 nm,Yes,No
Intel Core i3-9100T,//cdna.pcpartpicker.com/static/forever/images/product/f62f18577936ae8113c27a7a9c44a83e.256p.jpg,,Intel,CM8068403377425,Intel Core i3,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,4,3.1 GHz,3.7 GHz,,,1 MB,6 MB,35 W,Intel UHD Graphics 630,64 GB,Yes,No,OEM/Tray,14 nm,No,No
Intel Core i5-9400T,//cdna.pcpartpicker.com/static/forever/images/product/f4137a480bf61e69b6d83e150a0afb01.256p.jpg,,Intel,CM8068403358915,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,1.8 GHz,3.4 GHz,,,1.5 MB,9 MB,35 W,Intel UHD Graphics 630,128 GB,No,No,OEM/Tray,14 nm,No,No
AMD Ryzen 3 1200 (12nm),https://m.media-amazon.com/images/I/319gs+zTKcL.jpg,,AMD,YD1200BBM4KAF,AMD Ryzen 3,Zen+,Pinnacle Ridge,AM4,4,3.1 GHz,3.4 GHz,,,2 MB,8 MB,65 W,None,,No,No,OEM/Tray,12 nm,No,No
Intel Pentium Gold G6605,//cdna.pcpartpicker.com/static/forever/images/product/237702d691e3004dfd1b5c6c752db1af.256p.jpg,$176.34 ,Intel,BX80701G6605,Intel Pentium Gold,Comet Lake,Comet Lake,LGA1200,2,4.3 GHz,,,,0.5 MB,4 MB,58 W,Intel UHD Graphics 630,128 GB,No,Yes,Boxed,14 nm,Yes,Yes: Hyper-Threading
AMD Phenom II X4 820,//cdna.pcpartpicker.com/static/forever/images/product/d02d6ea62fae83eabde90fb02321d5ec.256p.jpg,$56.64 ,AMD,HDX820WFK4FGI,AMD Phenom II X4,K10,Deneb,AM3,4,2.8 GHz,,,,2 MB,4 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core i7-980,https://m.media-amazon.com/images/I/41i8lfEXE7L.jpg,$356.02 ,Intel,BX80613I7980,Intel Core i7,Westmere,Gulftown,LGA1366,6,3.333 GHz,,,,1.5 MB,12 MB,130 W,None,,No,Yes,Boxed,32 nm,Yes,Yes: Hyper-Threading
Intel Xeon E5-1650 V2,/static/forever/img/no-image.png,$229.95 ,Intel,CM8063501292204,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,6,3.5 GHz,3.9 GHz,,,1.5 MB,12 MB,130 W,None,,Yes,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Core i7-5930K,https://images-na.ssl-images-amazon.com/images/I/51sonhQNNHL.jpg,$529.95 ,Intel,CM8064801548338,Intel Core i7,Haswell,Haswell-E,LGA2011-3,6,3.5 GHz,3.7 GHz,,,1.5 MB,15 MB,140 W,None,64 GB,No,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Core 2 Quad Q9300,https://m.media-amazon.com/images/I/513J+WIo9JL.jpg,$172.00 ,Intel,BX80580Q9300,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.5 GHz,,,,6 MB,0 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD FX-8120,https://m.media-amazon.com/images/I/518Py-GgU8L.jpg,,AMD,FD8120WMW8KGU,AMD FX,Bulldozer,Zambezi,AM3+,8,3.1 GHz,,,,8 MB,8 MB,125 W,None,,No,No,OEM/Tray,32 nm,No,No
AMD FX-4100,/static/forever/img/no-image.png,,AMD,FD4100WMGUSBX,AMD FX,Bulldozer,Zambezi,AM3+,4,3.6 GHz,,,,4 MB,8 MB,95 W,None,,No,Yes,OEM/Tray,32 nm,Yes,No
AMD A8-3870K,https://m.media-amazon.com/images/I/41paUkA6ZQL.jpg,,AMD,AD3870WNGXBOX,AMD A8,Lynx,Llano,FM1,4,3 GHz,,,,4 MB,0 MB,100 W,Radeon HD 6550D,,No,Yes,Boxed,32 nm,Yes,No
Intel Core i7-9700T,https://m.media-amazon.com/images/I/41gKojt3OHL.jpg,,Intel,CM8068403874912,Intel Core i7,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,2 GHz,4.3 GHz,,,2 MB,12 MB,35 W,Intel HD Graphics 630,128 GB,No,No,OEM/Tray,14 nm,No,No
Intel Xeon E5-2660,//cdna.pcpartpicker.com/static/forever/images/product/25b16e88bcddb8f6ba75f53e74bb4bb3.256p.jpg,,Intel,SR0KK,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,2.2 GHz,3 GHz,,,2 MB,20 MB,95 W,None,,Yes,No,OEM/Tray,32 nm,No,Yes: Hyper-Threading
Intel Xeon E3-1220 V3,https://m.media-amazon.com/images/I/516F2mZFEZL.jpg,$103.60 ,Intel,BX80646E31220V3,Intel Xeon E3,Haswell,Haswell,LGA1150,4,3.1 GHz,3.5 GHz,,,1 MB,8 MB,80 W,None,,Yes,Yes,Boxed,22 nm,Yes,No
Intel Pentium E6600,https://m.media-amazon.com/images/I/41AAo01E-aL.jpg,$50.00 ,Intel,BX80571E6600,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,3.06 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Xeon E5-2687W,https://m.media-amazon.com/images/I/51aCm4fKEJL.jpg,,Intel,BX80621E52687W,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,3.1 GHz,3.8 GHz,,,2 MB,20 MB,150 W,None,,Yes,No,Boxed,32 nm,No,Yes: Hyper-Threading
Intel Core i9-9920X,//cdna.pcpartpicker.com/static/forever/images/product/9f4bab6ab3d6eac89876013f43df820e.256p.jpg,$799.99 ,Intel,BX80673I99920X,Intel Core i9,Skylake,Skylake-X,LGA2066,12,3.5 GHz,4.4 GHz,,,12 MB,19.25 MB,165 W,None,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Celeron G440,https://m.media-amazon.com/images/I/51ZLTGPHjLL.jpg,,Intel,BX80623G440,Intel Celeron,Sandy Bridge,Sandy Bridge,LGA1155,1,1.6 GHz,,,,0.25 MB,1 MB,35 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,No
Intel Xeon E5-2680 V2,//cdna.pcpartpicker.com/static/forever/images/product/1977e519fd300ff7da2282bf2ecd8c71.256p.jpg,,Intel,BX80635E52680V2,Intel Xeon E5,Ivy Bridge,Ivy Bridge-EP,LGA2011,10,2.8 GHz,3.6 GHz,,,2.5 MB,25 MB,115 W,None,,Yes,No,Boxed,22 nm,No,Yes: Hyper-Threading
Intel Core i7-4790T,//cdna.pcpartpicker.com/static/forever/images/product/f53e90b3f33e8d929fca92876591539b.256p.jpg,$155.86 ,Intel,CM8064601561513,Intel Core i7,Haswell Refresh,Haswell Refresh,LGA1150,4,2.7 GHz,3.9 GHz,,,1 MB,8 MB,45 W,None,,No,No,OEM/Tray,22 nm,No,Yes: Hyper-Threading
Intel Core i3-8300,//cdna.pcpartpicker.com/static/forever/images/product/5c92fd399303b10e4c5ea8015ec47f39.256p.jpg,,Intel,BX80684I38300,Intel Core i3,Coffee Lake,Coffee Lake,LGA1151,4,3.7 GHz,,,,1 MB,8 MB,62 W,Intel UHD Graphics 630,64 GB,Yes,Yes,Boxed,14 nm,Yes,No
Intel Core i5-9600K,//cdna.pcpartpicker.com/static/forever/images/product/e4d23e431c0f5d2f3d2707deadd0352a.256p.jpg,,Intel,CM8068403874405,Intel Core i5,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,6,3.7 GHz,4.6 GHz,,,1.5 MB,9 MB,95 W,Intel UHD Graphics 630,128 GB,No,No,OEM/Tray,14 nm,No,No
Intel Core 2 Extreme QX9775,https://m.media-amazon.com/images/I/41KxkKclT9L.jpg,"$1,298.00 ",Intel,BX80574QX9775,Intel Core 2 Extreme,Yorkfield,Yorkfield,LGA771,4,3.2 GHz,,,,12 MB,0 MB,150 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core i5-7400T,https://images-eu.ssl-images-amazon.com/images/I/51JPrIJI7gL.jpg,$75.00 ,Intel,CM8067702867915,Intel Core i5,Kaby Lake,Kaby Lake-S,LGA1151,4,2.4 GHz,3 GHz,,,1 MB,6 MB,35 W,Intel HD Graphics 630,64 GB,No,No,OEM/Tray,14 nm,No,No
Intel Core i9-9940X,//cdna.pcpartpicker.com/static/forever/images/product/9f4bab6ab3d6eac89876013f43df820e.256p.jpg,,Intel,BX80673I99940X,Intel Core i9,Skylake,Skylake-X,LGA2066,14,3.3 GHz,4.4 GHz,,,14 MB,19.25 MB,165 W,None,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
AMD Phenom II X4 955 Black,https://images-na.ssl-images-amazon.com/images/I/414eBjgBTcL.jpg,,AMD,HDZ955FBGMBOX,AMD Phenom II X4,K10,Deneb,AM3,4,3.2 GHz,,,,2 MB,6 MB,125 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Quad Q9550S,https://m.media-amazon.com/images/I/21Z9g1ifUoL.jpg,,Intel,BX80569Q9550S,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.83 GHz,,,,12 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD A10-5800K,/static/forever/img/no-image.png,,AMD,AD580KWOHJBOX,AMD A10,Piledriver,Trinity,FM2,4,3.8 GHz,,,,4 MB,0 MB,100 W,Radeon HD 7660D,,No,Yes,Boxed,32 nm,Yes,No
Intel Xeon E5-2670,//cdna.pcpartpicker.com/static/forever/images/product/5b209b0848c2290be714708c55924582.256p.jpg,,Intel,BX80621E52670,Intel Xeon E5,Sandy Bridge,Sandy Bridge-EP,LGA2011,8,2.6 GHz,3.3 GHz,,,2 MB,20 MB,115 W,None,,Yes,No,Boxed,32 nm,No,Yes: Hyper-Threading
Intel Core i9-9900T,//cdna.pcpartpicker.com/static/forever/images/product/b043dd430eacdc1b24c0fe0f0bf6afc6.256p.jpg,,Intel,CM8068403874122,Intel Core i9,Coffee Lake Refresh,Coffee Lake Refresh,LGA1151,8,2.1 GHz,4.4 GHz,,,2 MB,16 MB,35 W,Intel UHD Graphics 630,128 GB,No,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
AMD A10-7870K,//cdna.pcpartpicker.com/static/forever/images/product/cf52b6b0bae3d150a6f5c9552d07c08f.256p.jpg,$121.67 ,AMD,AD787KXDJCBOX,AMD A10,Steamroller,Godavari,FM2+,4,3.9 GHz,4.1 GHz,,,4 MB,0 MB,95 W,Radeon R7 (on-die),,No,Yes,Boxed,28 nm,Yes,No
AMD A12-9800,https://m.media-amazon.com/images/I/41TPYmrq2hL.jpg,$140.00 ,AMD,AD9800AUABBOX,AMD A12,Excavator,Bristol Ridge,AM4,4,3.8 GHz,4.2 GHz,,,2 MB,0 MB,65 W,Radeon R7 (on-die),,No,Yes,Boxed,28 nm,Yes,No
Intel Core i7-930,/static/forever/img/no-image.png,$198.73 ,Intel,BX80601930,Intel Core i7,Nehalem,Bloomfield,LGA1366,4,2.8 GHz,,,,1 MB,8 MB,130 W,None,,No,Yes,Boxed,45 nm,Yes,Yes: Hyper-Threading
Intel Core i5-10600K,https://m.media-amazon.com/images/I/417wxaO1V4L.jpg,,Intel,BX8070110600KA,Intel Core i5,Comet Lake,Comet Lake,LGA1200,6,4.1 GHz,4.8 GHz,,,1.5 MB,12 MB,125 W,Intel UHD Graphics 630,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Celeron 440,https://images-na.ssl-images-amazon.com/images/I/31-bxvdhwjL.jpg,$49.99 ,Intel,BX80557440,Intel Celeron,Core,Conroe,LGA775,1,2 GHz,,,,0.5 MB,0 MB,35 W,None,,No,Yes,Boxed,65 nm,Yes,No
AMD A8-6500,https://m.media-amazon.com/images/I/51K3vDvNiHL.jpg,,AMD,AD6500OKHLBOX,AMD A8,Piledriver,Richland,FM2,4,3.5 GHz,,,,2 MB,0 MB,65 W,Radeon HD 8570D,,No,Yes,Boxed,32 nm,Yes,No
Intel Core i9-9900X,//cdna.pcpartpicker.com/static/forever/images/product/9f4bab6ab3d6eac89876013f43df820e.256p.jpg,,Intel,BX80673I99900X,Intel Core i9,Skylake,Skylake-X,LGA2066,10,3.5 GHz,4.4 GHz,,,10 MB,19.25 MB,165 W,None,128 GB,No,No,Boxed,14 nm,No,Yes: Hyper-Threading
Intel Core 2 Quad Q9400,https://images-na.ssl-images-amazon.com/images/I/51bVxuWhRZL.jpg,,Intel,BX80580Q9400,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.66 GHz,,,,6 MB,0 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Celeron G1820,https://m.media-amazon.com/images/I/514NXi5F3mL.jpg,,Intel,BX80646G1820,Intel Celeron,Haswell,Haswell,LGA1150,2,2.7 GHz,,,,0.5 MB,2 MB,53 W,Intel HD Graphics,,No,Yes,Boxed,22 nm,Yes,No
AMD A6-7400K,https://images-fe.ssl-images-amazon.com/images/I/51hbGURlbWL.jpg,$89.98 ,AMD,AD740KYBJABOX,AMD A6,Steamroller,Kaveri,FM2+,2,3.5 GHz,3.9 GHz,,,1 MB,0 MB,65 W,Radeon R5 (on die),,No,Yes,Boxed,28 nm,Yes,No
Intel Pentium Gold G5400T,https://m.media-amazon.com/images/I/41gKojt3OHL.jpg,$79.95 ,Intel,CM8068403360212,Intel Pentium Gold,Coffee Lake,Coffee Lake,LGA1151,2,3.1 GHz,,,,0.5 MB,4 MB,35 W,Intel UHD Graphics 610,64 GB,Yes,No,OEM/Tray,14 nm,No,Yes: Hyper-Threading
Intel Celeron G530,https://images-na.ssl-images-amazon.com/images/I/51ZLTGPHjLL.jpg,$41.86 ,Intel,BX80623G530,Intel Celeron,Sandy Bridge,Sandy Bridge,LGA1155,2,2.4 GHz,,,,0.5 MB,0 MB,65 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,No
Intel Pentium E5300,https://images-eu.ssl-images-amazon.com/images/I/41lGxCB5GHL.jpg,$79.40 ,Intel,AT80571PG0642M,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.6 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Pentium E5300,https://m.media-amazon.com/images/I/41ricmKHdjL.jpg,$79.40 ,Intel,AT80571PG0642ML,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.6 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Pentium E5500,https://m.media-amazon.com/images/I/418Kyflnl+L.jpg,,Intel,AT80571PG0722ML,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.8 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Pentium E6300,https://images-na.ssl-images-amazon.com/images/I/51Ue4ETKugL.jpg,,Intel,AT80571PH0722ML,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,2.8 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E6320,https://images-na.ssl-images-amazon.com/images/I/51QTXexMltL.jpg,$89.95 ,Intel,HH80557PH0364M,Intel Core 2 Duo,Core,Conroe,LGA775,2,1.86 GHz,,,,4 MB,0 MB,65 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core 2 Duo E6400,//cdna.pcpartpicker.com/static/forever/images/product/0354bc5818ac58069358e5324d7b4cc1.256p.jpg,$89.95 ,Intel,HH80557PH0462M,Intel Core 2 Duo,Core,Conroe,LGA775,2,2.13 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core 2 Duo E6420,https://images-na.ssl-images-amazon.com/images/I/314iZFlv8rL.jpg,,Intel,BX80557E6420,Intel Core 2 Duo,Core,Conroe,LGA775,2,2.13 GHz,,,,4 MB,0 MB,65 W,None,,No,Yes,Boxed,65 nm,Yes,No
Intel Core 2 Duo E6550,/static/forever/img/no-image.png,,Intel,BX80557E6550,Intel Core 2 Duo,Core,Conroe,LGA775,2,2.33 GHz,,,,4 MB,0 MB,65 W,None,,No,Yes,Boxed,65 nm,Yes,No
Intel Pentium E6600,https://m.media-amazon.com/images/I/41LjPFDWOuL.jpg,,Intel,AT80571PH0832ML,Intel Pentium,Wolfdale,Wolfdale,LGA775,2,3.06 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Duo E7400,//cdna.pcpartpicker.com/static/forever/images/product/0354bc5818ac58069358e5324d7b4cc1.256p.jpg,,Intel,AT80571PH0723M,Intel Core 2 Duo,Wolfdale,Wolfdale,LGA775,2,2.8 GHz,,,,3 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Quad Q6700,/static/forever/img/no-image.png,,Intel,HH80562PH0678MK,Intel Core 2 Quad,Core,Kentsfield,LGA775,4,2.66 GHz,,,,8 MB,0 MB,100 W,None,,No,No,OEM/Tray,65 nm,No,No
Intel Core 2 Quad Q8300,https://m.media-amazon.com/images/I/41MqceBFw5L.jpg,,Intel,AT80580PJ0604MN,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.5 GHz,,,,4 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Quad Q8300,https://m.media-amazon.com/images/I/41jkz8PRqJL.jpg,,Intel,BX80580Q8300,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.5 GHz,,,,4 MB,0 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Quad Q8400,//cdna.pcpartpicker.com/static/forever/images/product/a471625ee0e5f14e052dbf01c1a8b241.256p.jpg,,Intel,AT80580PJ0674ML,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.66 GHz,,,,4 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Quad Q8400S,https://m.media-amazon.com/images/I/51pb0Tdw4LL.jpg,,Intel,BX80580Q8400S,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.66 GHz,,,,4 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Core 2 Quad Q9450,https://m.media-amazon.com/images/I/418wHguTY7L.jpg,,Intel,EU80569PJ067N,Intel Core 2 Quad,Yorkfield,Yorkfield,LGA775,4,2.66 GHz,,,,12 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Core 2 Extreme QX6800,/static/forever/img/no-image.png,,Intel,BX8056QX6800,Intel Core 2 Extreme,Core,Kentsfield,LGA775,4,2.93 GHz,,,,8 MB,0 MB,100 W,None,,No,Yes,Boxed,65 nm,Yes,No
AMD Athlon II X4 630,/static/forever/img/no-image.png,,AMD,ADX630WFK42GI,AMD Athlon II X4,K10,Propus,AM3,4,2.8 GHz,,,,2 MB,0 MB,95 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Athlon II X2 265,https://m.media-amazon.com/images/I/41X5o7vcN-L.jpg,,AMD,ADX265OCGMBOX,AMD Athlon II X2,K10,Regor,AM3,2,3.2 GHz,,,,2 MB,0 MB,65 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Phenom II X2 545,https://images-na.ssl-images-amazon.com/images/I/41BjbZEj4eL.jpg,,AMD,HDX545WFK2DGI,AMD Phenom II X2,K10,Callisto,AM3,2,3 GHz,,,,1 MB,6 MB,80 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Phenom II X2 560 Black,https://images-na.ssl-images-amazon.com/images/I/31sEL2Xx2LL.jpg,,AMD,HDZ560WFGMBOX,AMD Phenom II X2,K10,Callisto,AM3,2,3.3 GHz,,,,1 MB,6 MB,80 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD Phenom II X4 955,/static/forever/img/no-image.png,,AMD,HDX955FBK4DGI,AMD Phenom II X4,K10,Deneb,AM3,4,3.2 GHz,,,,2 MB,6 MB,125 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Phenom II X4 955,/static/forever/img/no-image.png,,AMD,HDX955FBK4DGM,AMD Phenom II X4,K10,Deneb,AM3,4,3.2 GHz,,,,2 MB,6 MB,125 W,None,,No,No,OEM/Tray,45 nm,No,No
AMD Athlon II X4 630,https://m.media-amazon.com/images/I/413jE+aXgGL.jpg,,AMD,ADX630WFGMBOX,AMD Athlon II X4,K10,Propus,AM3,4,2.8 GHz,,,,2 MB,0 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
AMD A4-3400,https://m.media-amazon.com/images/I/510UJXeQc+L.jpg,,AMD,AD3400OJGXBOX,AMD A4,Lynx,Llano,FM1,2,2.7 GHz,,,,1 MB,0 MB,65 W,Radeon HD 6410D,,No,Yes,Boxed,32 nm,Yes,No
AMD Phenom II X4 960T Black,https://images-na.ssl-images-amazon.com/images/I/414eBjgBTcL.jpg,,AMD,HD96ZTWFGRBOX,AMD Phenom II X4,K10,Zosma,AM3,4,3 GHz,,,,2 MB,6 MB,95 W,None,,No,Yes,Boxed,45 nm,Yes,No
Intel Pentium G860,https://images-na.ssl-images-amazon.com/images/I/51-Umx5Ws6L.jpg,,Intel,BX80623G860,Intel Pentium,Sandy Bridge,Sandy Bridge,LGA1155,2,3 GHz,,,,0.5 MB,3 MB,65 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,No
AMD Athlon II X2 250,https://m.media-amazon.com/images/I/41z-eUidUML.jpg,,AMD,ADX250OCK23GM,AMD Athlon II X2,K10,Regor,AM3,2,3 GHz,,,,2 MB,0 MB,65 W,None,,No,No,OEM/Tray,45 nm,No,No
Intel Celeron G555,/static/forever/img/no-image.png,,Intel,BX80623G555,Intel Celeron,Sandy Bridge,Sandy Bridge,LGA1155,2,2.7 GHz,,,,0.5 MB,2 MB,65 W,Intel HD Graphics,,No,Yes,Boxed,32 nm,Yes,No
Intel Pentium G3430,https://m.media-amazon.com/images/I/510qm75moyL.jpg,$51.50 ,Intel,BX80646G3430,Intel Pentium,Haswell,Haswell,LGA1150,2,3.3 GHz,,,,0.5 MB,3 MB,54 W,Intel HD Graphics,,No,Yes,Boxed,22 nm,Yes,No
Intel Celeron G1850,https://m.media-amazon.com/images/I/514NXi5F3mL.jpg,,Intel,BX80646G1850,Intel Celeron,Haswell Refresh,Haswell Refresh,LGA1150,2,2.9 GHz,,,,0.5 MB,2 MB,53 W,Intel HD Graphics,,No,Yes,Boxed,22 nm,Yes,No
