Name,Image URL,Price,Manufacturer,Part #,Capacity,Price / GB,Type,Cache,Form Factor,Interface,NVME
Toshiba X300,//cdna.pcpartpicker.com/static/forever/images/product/ca85e2c0a72a1b88ee7d9722168c0aea.256p.jpg,$186.15 ,"
Toshiba
",HDWR440UZSVA,"
4 TB
","
$0.047
","
7200 RPM
","
256 MB
","
3.5",,
Western Digital easystore,/static/forever/img/no-image.png,,"
Western Digital
",WDBAGU4800ANC-WRBB,"
480 GB
","
$0.104
","
SSD
",N/A,"
2.5",,
Solidigm P41 Plus,//cdna.pcpartpicker.com/static/forever/images/product/237236fc3296d59e372d69a8404dfccb.256p.jpg,,"
Solidigm
",SSDPFPNU512GZ01,"
512 GB
",N/A,"
SSD
",N/A,"
M.2-2230
","
M.2 PCIe 4.0 X4
",No
Samsung Spinpoint F1 DT,https://images-na.ssl-images-amazon.com/images/I/51UJ1DxcI7L.jpg,$69.98 ,"
Samsung
",HD642JJ,"
640 GB
","
$0.109
","
7200 RPM
","
16 MB
","
3.5",,
Hitachi Deskstar 7K3000,https://images-na.ssl-images-amazon.com/images/I/51VwudoTpvL.jpg,,"
Hitachi
",HDS723030ALA640,"
3 TB
",N/A,"
7200 RPM
","
64 MB
","
3.5",,
Western Digital Green,/static/forever/img/no-image.png,$81.00 ,"
Western Digital
",WD10EAVS,"
1 TB
","
$0.081
","
5400 RPM
","
64 MB
","
3.5",,
Western Digital WDBMMA0020HNC-NRSN,https://images-na.ssl-images-amazon.com/images/I/41o5jBaJcHL.jpg,$59.00 ,"
Western Digital
",WDBMMA0020HNC-NRSN,"
2 TB
","
$0.030
","
5400 RPM
","
64 MB
","
3.5",,
Toshiba DT01ACA,//cdna.pcpartpicker.com/static/forever/images/product/bfcdfaf477452a8dc667ee97cd13189f.256p.jpg,,"
Toshiba
",HDKPC09,"
2 TB
",N/A,"
7200 RPM
","
64 MB
","
3.5",,
Transcend MTS600,//cdna.pcpartpicker.com/static/forever/images/product/42085fabb2d7df0ab657e36b3d874109.256p.jpg,,"
Transcend
",TS256GMTS600,"
256 GB
",N/A,"
SSD
",N/A,"
M.2-2260
","
M.2 SATA
",No
Seagate SkyHawk Surveillance,//cdna.pcpartpicker.com/static/forever/images/product/e19c47d3a4f333dea48be45ca452d7fd.256p.jpg,,"
Seagate
",ST3000VX009,"
3 TB
",N/A,"
5900 RPM
","
256 MB
","
3.5",,
Mushkin Gamma,https://m.media-amazon.com/images/I/31cp25MypNS.jpg,$315.99 ,"
Mushkin
",MKNSSDGA4TB-D8,"
4 TB
","
$0.079
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Western Digital Purple,https://m.media-amazon.com/images/I/41eMELdFULL.jpg,$408.00 ,"
Western Digital
",WD180PURZ,"
18 TB
","
$0.023
","
7200 RPM
","
512 MB
","
3.5",,
Seagate IronWolf Pro NAS,//cdna.pcpartpicker.com/static/forever/images/product/e352117b6f8a568f0bed5452b16d922e.256p.jpg,$210.00 ,"
Seagate
",ST6000NT001,"
6 TB
","
$0.035
","
7200 RPM
","
256 MB
","
3.5",,
Western Digital Caviar Blue,/static/forever/img/no-image.png,,"
Western Digital
",WD5000AALX,"
500 GB
",N/A,"
7200 RPM
","
32 MB
","
3.5",,
Western Digital Scorpio Black,https://m.media-amazon.com/images/I/51IzYxuTE3L.jpg,$55.00 ,"
Western Digital
",WD2500BEKT,"
250 GB
","
$0.220
","
7200 RPM
","
16 MB
","
2.5",,
Western Digital Scorpio Blue,https://m.media-amazon.com/images/I/41shCSj79uL.jpg,$55.00 ,"
Western Digital
",WD7500BPVT,"
750 GB
","
$0.073
","
5400 RPM
","
8 MB
","
2.5",,
Western Digital AV-GP,https://images-na.ssl-images-amazon.com/images/I/4114KbSZewL.jpg,,"
Western Digital
",WD10EVVS,"
1 TB
",N/A,"
5400 RPM
","
8 MB
","
3.5",,
Western Digital AV-GP,https://m.media-amazon.com/images/I/51EtOSkje3L.jpg,,"
Western Digital
",WD2500AVVS,"
250 GB
","
$0.202
","
5400 RPM
","
8 MB
","
3.5",,
Hitachi 7K1000.B,https://images-na.ssl-images-amazon.com/images/I/51uKd9uX5SL.jpg,,"
Hitachi
",HDT721032SLA360,"
320 GB
",N/A,"
7200 RPM
","
16 MB
","
3.5",,
Seagate BarraCuda,https://images-na.ssl-images-amazon.com/images/I/41NOmuIYhvL.jpg,,"
Seagate
",ST320005N4A1AS-RK,"
2 TB
",N/A,"
5900 RPM
","
32 MB
","
3.5",,
Samsung Spinpoint F3 EG,https://m.media-amazon.com/images/I/51UcpYWWKSL.jpg,,"
Samsung
",HD105SI,"
1 TB
",N/A,"
5400 RPM
","
32 MB
","
3.5",,
Western Digital Caviar Blue,https://m.media-amazon.com/images/I/51u6d+hy8aL.jpg,,"
Western Digital
",WD3200AAKX,"
320 GB
",N/A,"
7200 RPM
","
16 MB
","
3.5",,
Western Digital Caviar Black,https://m.media-amazon.com/images/I/51VBCJqmTOL.jpg,,"
Western Digital
",WDBAAZ0010HNC-NRSN,"
1 TB
",N/A,"
7200 RPM
","
32 MB
","
3.5",,
Intel X25-M,https://images-na.ssl-images-amazon.com/images/I/51bHOTtkjJL.jpg,$155.00 ,"
Intel
",SSDSA2MH080G2K5,"
80 GB
","
$1.938
","
SSD
",N/A,"
2.5",,
OCZ Vertex 3,https://m.media-amazon.com/images/I/41A6kdZ+OBL.jpg,,"
OCZ
",VTX3-25SAT3-240G,"
240 GB
",N/A,"
SSD
",N/A,"
2.5",,
Hitachi Travelstar 7K500,https://m.media-amazon.com/images/I/51WJ91AvAqL.jpg,$65.88 ,"
Hitachi
",HTS725032A9A364,"
320 GB
","
$0.206
","
7200 RPM
","
16 MB
","
2.5",,
Corsair Force 3,https://images-na.ssl-images-amazon.com/images/I/41hGi87OnCL.jpg,,"
Corsair
",CSSD-F120GB3-BK,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,
Corsair Force GT,https://images-na.ssl-images-amazon.com/images/I/4132xZpf-rL.jpg,,"
Corsair
",CSSD-F120GBGT-BK,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,
Toshiba MK2576GSX,/static/forever/img/no-image.png,$37.00 ,"
Toshiba
",MK2576GSX,"
250 GB
","
$0.148
","
5400 RPM
","
8 MB
","
2.5",,
Hitachi Travelstar Z5K320,https://images-na.ssl-images-amazon.com/images/I/517zcvNhqjL.jpg,,"
Hitachi
",HTS543216A7A384,"
160 GB
",N/A,"
5400 RPM
","
8 MB
","
2.5",,
Samsung 830,https://m.media-amazon.com/images/I/41DLGBwwvsL.jpg,,"
Samsung
",MZ-7PC128N/AM,"
128 GB
",N/A,"
SSD
",N/A,"
2.5",,
Kingston SSDNow S50,https://images-na.ssl-images-amazon.com/images/I/418X7-ijkLL.jpg,,"
Kingston
",SS050S2/16G,"
16 GB
",N/A,"
SSD
",N/A,"
2.5",,
Seagate Pipeline HD,https://m.media-amazon.com/images/I/41g6qSEsfWL.jpg,,"
Seagate
",ST2000VM002,"
2 TB
",N/A,"
5900 RPM
","
64 MB
","
3.5",,
Seagate BarraCuda,https://images-na.ssl-images-amazon.com/images/I/51O4aJrBttL.jpg,,"
Seagate
",ST1500DM003,"
1.5 TB
",N/A,"
7200 RPM
","
64 MB
","
3.5",,
Intel 313,https://m.media-amazon.com/images/I/31tIJoAuo1L.jpg,,"
Intel
",SSDSA2VP020G301,"
20 GB
",N/A,"
SSD
",N/A,"
2.5",,
ADATA XPG SX900,//cdna.pcpartpicker.com/static/forever/images/product/d82b4c23237b302ac4ebfff496f83b90.256p.jpg,,"
ADATA
",ASX900S3-256GM-C,"
256 GB
",N/A,"
SSD
",N/A,"
2.5",,
Corsair Force GS,//cdna.pcpartpicker.com/static/forever/images/product/4ee661c0a565f05eee74451bdc9928e7.256p.jpg,,"
Corsair
",CSSD-F240GBGS-BK,"
240 GB
",N/A,"
SSD
",N/A,"
2.5",,
Intel 335,https://m.media-amazon.com/images/I/4101wXL-p7L.jpg,,"
Intel
",SSDSC2CT180A4K5,"
180 GB
",N/A,"
SSD
",N/A,"
2.5",,
Toshiba MG03ACA,https://images-na.ssl-images-amazon.com/images/I/51BtsHJWP2L.jpg,,"
Toshiba
",MG03ACA200,"
2 TB
",N/A,"
7200 RPM
","
64 MB
","
3.5",,
Western Digital Black,//cdna.pcpartpicker.com/static/forever/images/product/bb625904b90fbbe5c76f5f01e784cd5b.256p.jpg,$55.00 ,"
Western Digital
",WD3200BEKX,"
320 GB
","
$0.172
","
7200 RPM
","
16 MB
","
2.5",,
Intel 530,https://images-na.ssl-images-amazon.com/images/I/314uNM1nPJL.jpg,$189.00 ,"
Intel
",SSDSC2BW180A4K5,"
180 GB
","
$1.050
","
SSD
",N/A,"
2.5",,
Transcend SSD370,//cdna.pcpartpicker.com/static/forever/images/product/6aa0a2727306d74666fa9689e262c953.256p.jpg,,"
Transcend
",TS128GSSD370,"
128 GB
",N/A,"
SSD
",N/A,"
2.5",,
AMD RADEON-R7SSD-240G,https://m.media-amazon.com/images/I/41esRmavYnL.jpg,,"
AMD
",RADEON-R7SSD-240G,"
240 GB
",N/A,"
SSD
",N/A,"
2.5",,
Crucial MX200,//cdna.pcpartpicker.com/static/forever/images/product/19197e0ffd8f5892a1aae22caf421c7c.256p.jpg,,"
Crucial
",CT1000MX200SSD1,"
1 TB
",N/A,"
SSD
",N/A,"
2.5",,
Seagate Archive HDD v2,//cdna.pcpartpicker.com/static/forever/images/product/0c191ceeea6cb7af9fb270782f7d4ec5.256p.jpg,,"
Seagate
",ST5000AS0001,"
5 TB
",N/A,"
5900 RPM
","
128 MB
","
3.5",,
Micron M600,/static/forever/img/no-image.png,,"
Micron
",MTFDDAK512MBF-1A,"
512 GB
",N/A,"
SSD
",N/A,"
2.5",,
Samsung SM951,//cdna.pcpartpicker.com/static/forever/images/product/d95bb768d2aadc3813cd44f5989eeea4.256p.jpg,,"
Samsung
",MZHPV512HDGL-00000,"
512 GB
",N/A,"
SSD
","
512 MB
","
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Toshiba X300,https://m.media-amazon.com/images/I/414shuzngHL.jpg,,"
Toshiba
",HDWE160XZSTA,"
6 TB
",N/A,"
7200 RPM
","
128 MB
","
3.5",,
Corsair Force LE,//cdna.pcpartpicker.com/static/forever/images/product/1f64b0e4c40e61fd72a71d5f8ce242ec.256p.jpg,,"
Corsair
",CSSD-F960GBLEB,"
960 GB
",N/A,"
SSD
",N/A,"
2.5",,
PNY CS1311,https://m.media-amazon.com/images/I/41XCwK7woxL.jpg,,"
PNY
",SSD7CS1311-120-RB,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,
SanDisk X400,https://m.media-amazon.com/images/I/31h5mFRu8+L.jpg,,"
SanDisk
",SD8SB8U-512G-1122,"
512 GB
",N/A,"
SSD
",N/A,"
2.5",,
Samsung SM961,//cdna.pcpartpicker.com/static/forever/images/product/79cb86bd3e232c21d53f3c104335444e.256p.jpg,,"
Samsung
",MZVPW256HEGL-00000,"
256 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Toshiba VX500,//cdna.pcpartpicker.com/static/forever/images/product/1e622ec003b9d22e2d84d86d9193724d.256p.jpg,,"
Toshiba
",VX500-25SAT3-256G,"
256 GB
",N/A,"
SSD
",N/A,"
2.5",,
Toshiba X300,//cdna.pcpartpicker.com/static/forever/images/product/a7341c7b35ce9070dbbaae6e3d567021.256p.jpg,,"
Toshiba
",HDWE150EZSTA,"
5 TB
",N/A,"
7200 RPM
","
128 MB
","
3.5",,
Drevo Ares,https://images-eu.ssl-images-amazon.com/images/I/41EzDGTbqeL.jpg,,"
Drevo
",Ares,"
256 GB
",N/A,"
SSD
",N/A,"
PCIe
","
PCIe x1
",No
Hitachi HUA721010KLA330,/static/forever/img/no-image.png,,"
Hitachi
",HUA721010KLA330 (0A35772),"
1 TB
",N/A,"
7200 RPM
","
32 MB
","
3.5",,
Toshiba MQ02ABD100H,//cdna.pcpartpicker.com/static/forever/images/product/9463768d9ed090f7fdb7e0e286e728f7.256p.jpg,,"
Toshiba
",MQ02ABD100H,"
1 TB
",N/A,"
Hybrid
","
64 MB
","
2.5",,
KingDian S280,/static/forever/img/no-image.png,,"
KingDian
",S280-SMI2256EN-120GB,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,
Kingston UV500B,//cdna.pcpartpicker.com/static/forever/images/product/c00ee9721cea9281f76e4bec751cf369.256p.jpg,,"
Kingston
",SUV500B/960G,"
960 GB
",N/A,"
SSD
",N/A,"
2.5",,
Kingston HyperX FURY RGB,//cdna.pcpartpicker.com/static/forever/images/product/565886a5f9af675106d11c36cf894d54.256p.jpg,,"
Kingston
",SHFR200/480G,"
480 GB
",N/A,"
SSD
",N/A,"
2.5",,
TEAMGROUP MS30,//cdna.pcpartpicker.com/static/forever/images/product/294ed2b69c29bc6e5a55563ecf307017.256p.jpg,,"
TEAMGROUP
",TM4PS7512G0C101,"
512 GB
",N/A,"
SSD
",N/A,"
M.2-2242
","
M.2 SATA
",No
TEAMGROUP MP34,//cdna.pcpartpicker.com/static/forever/images/product/12c27601c4b625c12b53b3ed4f3dd43a.256p.jpg,,"
TEAMGROUP
",TM8FP4256G0C101,"
256 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Silicon Power S55,//cdna.pcpartpicker.com/static/forever/images/product/685b27cc5a0ecd6b96197993d4936752.256p.jpg,,"
Silicon Power
",SP120GBSS3S55S25AE,"
120 GB
",N/A,"
SSD
",N/A,"
2.5",,
Seagate Exos X10,//cdna.pcpartpicker.com/static/forever/images/product/206570fbd4e6a9cf0addfaa1e6b1df27.256p.jpg,,"
Seagate
",ST10000NM0216,"
10 TB
",N/A,"
7200 RPM
","
256 MB
","
3.5",,
Intel 660p,//cdna.pcpartpicker.com/static/forever/images/product/a12a54dbeeddd999d000ee867831f64f.256p.jpg,$86.99 ,"
Intel
",SSDPEKNW512G801,"
512 GB
","
$0.170
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
SanDisk X600,//cdna.pcpartpicker.com/static/forever/images/product/22660d8d57c1f13500e579b48b5a6ba3.256p.jpg,,"
SanDisk
",SD9TB8W-256G-1122,"
256 GB
",N/A,"
SSD
",N/A,"
2.5",,
"Intel Intel DC S3510 SSDSC2BB240G6 2.5 240GB SATA III MLC Business Solid State Disk""",//cdna.pcpartpicker.com/static/forever/images/product/f6381473569d4221a4525fa9d6a5aa57.256p.jpg,,"
Intel
",SSDSC2BB240G6,"
240 GB
",N/A,"
SSD
",N/A,"
2.5",,
Asura Genesis Xtreme,//cdna.pcpartpicker.com/static/forever/images/product/9580bfad3b49917045a75582fbdbb2f1.256p.jpg,,"
Asura
",AGX0256BK,"
256 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
ADATA Falcon,https://m.media-amazon.com/images/I/41pBUwwHQ8L.jpg,,"
ADATA
",AFALCON-256G-C,"
256 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
TEAMGROUP T-Force Vulcan G,//cdna.pcpartpicker.com/static/forever/images/product/7bf244f52ee9fa278270683c3d2799f2.256p.jpg,,"
TEAMGROUP
",T253TG512G3C301,"
512 GB
",N/A,"
SSD
",N/A,"
2.5",,
TEAMGROUP T-Force Vulcan G,//cdna.pcpartpicker.com/static/forever/images/product/7bf244f52ee9fa278270683c3d2799f2.256p.jpg,,"
TEAMGROUP
",T253TG001T3C301,"
1 TB
",N/A,"
SSD
",N/A,"
2.5",,
Klevv CRAS C720,https://m.media-amazon.com/images/I/41LRYLRmNmS.jpg,,"
Klevv
",K02TBM2SP0-C72,"
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Toshiba XG6,https://m.media-amazon.com/images/I/31n9TvvYm+L.jpg,,"
Toshiba
",KXG60ZNV1T02,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
TEAMGROUP MP44L,//cdna.pcpartpicker.com/static/forever/images/product/bf5ef61b04ba1236b86cf004eae91a9c.256p.jpg,,"
TEAMGROUP
",TM8FPK250G0C101,"
250 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Inland Gaming Performance Plus,https://m.media-amazon.com/images/I/31sRhU-Z6oL.jpg,,"
Inland
","8TB PER SSD PS5, 618996750429","
8 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Western Digital PC SN740 Pyrite,/static/forever/img/no-image.png,,"
Western Digital
",SDDPNQD-256G,"
256 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
MSI SPATIUM M480 PRO HS,/static/forever/img/no-image.png,,"
MSI
","SPATIUM M480 2TB PRO HS, SPATIUM M480 PRO PCIe 4.0 NVMe M.2 2TB HS","
2 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Acer FA200,/static/forever/img/no-image.png,,"
Acer
",BL.9BWWA.126,"
4 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
KingSpec XF,https://m.media-amazon.com/images/I/31fN6bYH93L.jpg,$39.99 ,"
KingSpec
",XF-512 2230,"
512 GB
","
$0.078
","
SSD
",N/A,"
M.2-2230
","
M.2 PCIe 4.0 X4
",No
Western Digital PC SN740 Pyrite,//cdna.pcpartpicker.com/static/forever/images/product/15209270533c40667b3eeceb77a26257.256p.jpg,,"
Western Digital
",SDDPTQD-512G,"
512 GB
",N/A,"
SSD
",N/A,"
M.2-2230
","
M.2 PCIe 4.0 X4
",No
Seagate Constellation ES,/static/forever/img/no-image.png,$44.00 ,"
Seagate
",ST2000NM0001,"
2 TB
","
$0.022
","
7200 RPM
","
64 MB
","
3.5",,
Western Digital WD Green,//cdna.pcpartpicker.com/static/forever/images/product/7e24933659837241328d4b38781e9e65.256p.jpg,$49.97 ,"
Western Digital
",WDS480G3G0B,"
480 GB
","
$0.104
","
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No
Toshiba V300,//cdna.pcpartpicker.com/static/forever/images/product/b8144da8bf1801cf21a193bf4e7c1a9f.256p.jpg,,"
Toshiba
",HDWU105UZSVA,"
500 GB
",N/A,"
5700 RPM
",N/A,"
3.5",,
Western Digital SN530,https://m.media-amazon.com/images/I/31z7gfdSMHL.jpg,$59.30 ,"
Western Digital
",SDBPTPZ-512G,"
512 GB
","
$0.116
","
SSD
",N/A,"
M.2-2230
","
M.2 PCIe 3.0 X4
",No
Western Digital WD Green,//cdna.pcpartpicker.com/static/forever/images/product/9f70b22dbf3fd527bae9a58566d251dd.256p.jpg,$29.99 ,"
Western Digital
",WDS240G3G0B,"
240 GB
","
$0.125
","
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No
Corsair MP700 PRO SE,//cdna.pcpartpicker.com/static/forever/images/product/07bb3490105ed54cd3caa3223a30ea49.256p.jpg,$579.99 ,"
Corsair
",CSSD-F4000GBMP700PNHS,"
4 TB
","
$0.145
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 5.0 X4
",No
Western Digital Purple Pro,//cdna.pcpartpicker.com/static/forever/images/product/7780f125a3b956e5075644010f8e4e40.256p.jpg,$304.77 ,"
Western Digital
",WD141PURP,"
14 TB
","
$0.022
","
7200 RPM
","
512 MB
","
3.5",,
Western Digital Purple Pro,//cdna.pcpartpicker.com/static/forever/images/product/7780f125a3b956e5075644010f8e4e40.256p.jpg,$259.99 ,"
Western Digital
",WD121PURP,"
12 TB
","
$0.022
","
7200 RPM
","
256 MB
","
3.5",,
Transcend MTS800,https://m.media-amazon.com/images/I/41ANbkT99EL.jpg,$49.58 ,"
Transcend
",TS64GMTS800,"
64 GB
","
$0.775
","
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No
Seagate Exos X18,//cdna.pcpartpicker.com/static/forever/images/product/dce0d7ec9833d7d4a4b4469df10d3265.256p.jpg,$403.04 ,"
Seagate
",ST18000NM005J,"
18 TB
","
$0.022
","
7200 RPM
","
256 MB
","
3.5",,
Western Digital Red SA500,//cdna.pcpartpicker.com/static/forever/images/product/c02f3160d588dc6369fb0cefcb691a77.256p.jpg,$69.98 ,"
Western Digital
",WDS500G1R0B,"
500 GB
","
$0.140
","
SSD
",N/A,"
M.2-2280
","
M.2 SATA
",No
Western Digital Caviar Blue,//cdna.pcpartpicker.com/static/forever/images/product/2b4d345cd148c15021621ba2b7a02f7e.256p.jpg,,"
Western Digital
",WD800AAJS,"
80 GB
","
$0.577
","
7200 RPM
","
8 MB
","
3.5",,
Western Digital VelociRaptor,https://m.media-amazon.com/images/I/51-fGDp1EiL.jpg,$149.94 ,"
Western Digital
",WD3000GLFS,"
300 GB
","
$0.500
","
10000 RPM
","
16 MB
","
3.5",,
Western Digital Red,//cdna.pcpartpicker.com/static/forever/images/product/3a6932cc954718043f0a6c9fb4b5517e.256p.jpg,$157.50 ,"
Western Digital
",WD10JFCX,"
1 TB
","
$0.158
","
5400 RPM
","
16 MB
","
2.5",,
Seagate Cheetah 15K.7,https://m.media-amazon.com/images/I/41461evkroL.jpg,$77.00 ,"
Seagate
",ST3600057SS,"
600 GB
","
$0.128
","
15000 RPM
","
16 MB
","
3.5",,
Western Digital Red Pro,//cdna.pcpartpicker.com/static/forever/images/product/41b036a300ce95855ed527cdeda19cd3.256p.jpg,$216.98 ,"
Western Digital
",WD3001FFSX,"
3 TB
","
$0.072
","
7200 RPM
","
64 MB
","
3.5",,
Corsair MP510,//cdna.pcpartpicker.com/static/forever/images/product/481606e392bd239edee0627cf5c207af.256p.jpg,,"
Corsair
",CSSD-F960GBMP510,"
960 GB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Western Digital Purple,//cdna.pcpartpicker.com/static/forever/images/product/5d55b265dc89cf5f4a24258ec893bdde.256p.jpg,$249.95 ,"
Western Digital
",WD102PURZ,"
10 TB
","
$0.025
","
7200 RPM
","
256 MB
","
3.5",,
Western Digital SN520,https://m.media-amazon.com/images/I/31OAq-NNToL.jpg,$189.88 ,"
Western Digital
",SDAPMUW-512G,"
512 GB
","
$0.371
","
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X2
",No
Apacer AS2280Q4,//cdna.pcpartpicker.com/static/forever/images/product/03f08a8d847342d8847df90f63742f6a.256p.jpg,,"
Apacer
",AP1TBAS2280Q4-1,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Inland Platinum,https://m.media-amazon.com/images/I/41W6tnQhwPL.jpg,$39.99 ,"
Inland
",6.19E+11,"
512 GB
","
$0.078
","
SSD
",N/A,"
2.5",,
Gigabyte AORUS Gen4 7000s Premium,https://m.media-amazon.com/images/I/41DP1e4eQrS.jpg,,"
Gigabyte
",GP-AG70S1TB-P,"
1 TB
",N/A,"
SSD
","
1024 MB
","
M.2-2280
","
M.2 PCIe 4.0 X4
",No
Seagate IronWolf Pro NAS,//cdna.pcpartpicker.com/static/forever/images/product/e352117b6f8a568f0bed5452b16d922e.256p.jpg,$399.99 ,"
Seagate
",ST14000NT001,"
14 TB
","
$0.029
","
7200 RPM
","
256 MB
","
3.5",,
AGI AI198,https://m.media-amazon.com/images/I/41GB-uFsUvL.jpg,,"
AGI
",AGI1T0G16AI198,"
1 TB
",N/A,"
SSD
",N/A,"
M.2-2280
","
M.2 PCIe 3.0 X4
",No
Western Digital RE3,https://m.media-amazon.com/images/I/51BMYS01eiL.jpg,$53.23 ,"
Western Digital
",WD5002ABYS,"
500 GB
","
$0.106
","
7200 RPM
","
16 MB
","
3.5",,
Western Digital Caviar Green,https://m.media-amazon.com/images/I/51B0POR9akL.jpg,$138.63 ,"
Western Digital
",WD7500AACS,"
750 GB
","
$0.185
","
5400 RPM
","
16 MB
","
3.5",,
Samsung Spinpoint F1 DT,/static/forever/img/no-image.png,,"
Samsung
",HD753LJ,"
750 GB
",N/A,"
7200 RPM
","
32 MB
","
3.5",,
OCZ Agility 2,https://images-na.ssl-images-amazon.com/images/I/41qbwHe8XWL.jpg,,"
OCZ
",OCZSSD2-2AGT50G,"
50 GB
",N/A,"
SSD
",N/A,"
2.5",,
Seagate Barracuda ES.2,https://m.media-amazon.com/images/I/41kvOXadtbL.jpg,$76.39 ,"
Seagate
",ST3750330NS,"
750 GB
","
$0.102
","
7200 RPM
","
32 MB
","
3.5",,
Seagate BarraCuda,https://m.media-amazon.com/images/I/51CX1jD9XIL.jpg,,"
Seagate
",ST3750528AS,"
750 GB
",N/A,"
7200 RPM
","
32 MB
","
3.5",,
Seagate Barracuda XT,/static/forever/img/no-image.png,$170.78 ,"
Seagate
",ST32000641AS,"
2 TB
","
$0.085
","
7200 RPM
","
64 MB
","
3.5",,
Western Digital SiliconEdge Blue,https://m.media-amazon.com/images/I/41jyD8OLpwL.jpg,,"
Western Digital
",SSC-D0256SC-2100,"
256 GB
",N/A,"
SSD
",N/A,"
2.5",,
Toshiba MK1059GSM,https://images-na.ssl-images-amazon.com/images/I/41RjoEEMhWL.jpg,$210.00 ,"
Toshiba
",MK1059GSM,"
1 TB
","
$0.210
","
5400 RPM
","
8 MB
","
2.5",,
Samsung 830,https://m.media-amazon.com/images/I/41UbgT-3zvL.jpg,,"
Samsung
",MZ-7PC064D/AM,"
64 GB
",N/A,"
SSD
",N/A,"
2.5",,
Intel 520,https://m.media-amazon.com/images/I/31l0kfc+j0L.jpg,$683.10 ,"
Intel
",SSDSC2CW480A310,"
480 GB
","
$1.423
","
SSD
",N/A,"
2.5",,
Corsair Nova Series 2,https://m.media-amazon.com/images/I/41YQub7vRRL.jpg,,"
Corsair
",CSSD-V30GB2A,"
30 GB
",N/A,"
SSD
",N/A,"
2.5",,
Seagate BarraCuda,https://images-na.ssl-images-amazon.com/images/I/51d-wLfDHTL.jpg,,"
Seagate
",STBD2000101,"
2 TB
",N/A,"
7200 RPM
","
64 MB
","
3.5",,
Toshiba MK5059GSXP,https://m.media-amazon.com/images/I/51xF5lA8toL.jpg,,"
Toshiba
",MK5059GSXP,"
500 GB
",N/A,"
5400 RPM
","
8 MB
","
2.5",,
OCZ Vertex 3,https://images-na.ssl-images-amazon.com/images/I/41sRurfuN0L.jpg,,"
OCZ
",VTX3-35SAT3-120G,"
120 GB
",N/A,"
SSD
",N/A,"
3.5",,
OCZ RevoDrive,//cdna.pcpartpicker.com/static/forever/images/product/85be0b596d1c91c13305594a66abb530.256p.jpg,,"
OCZ
",OCZSSDPX-1RVD0230,"
230 GB
",N/A,"
SSD
",N/A,"
PCIe
","
PCIe x4
",No
Toshiba Solid State Drive,https://images-na.ssl-images-amazon.com/images/I/31eips47ytL.jpg,,"
Toshiba
",HDTS124XZSWA,"
240 GB
",N/A,"
SSD
",N/A,"
2.5",,
Toshiba PH2100U-1I54,https://m.media-amazon.com/images/I/21rO4N8BtrL.jpg,$85.99 ,"
Toshiba
",PH2100U-1I54,"
1 TB
","
$0.086
","
5400 RPM
","
8 MB
","
2.5",,
Seagate Constellation ES.3,https://m.media-amazon.com/images/I/41GCODzW-5L.jpg,,"
Seagate
",ST3000NM0033,"
3 TB
",N/A,"
7200 RPM
","
128 MB
","
3.5",,
Seagate 600,https://m.media-amazon.com/images/I/31t+qOiVKhL.jpg,$135.00 ,"
Seagate
",ST240HM000,"
240 GB
","
$0.562
","
SSD
",N/A,"
2.5",,
